121887 0.0400988
121889 0.0409538
121890 0.0401408
121892 0.0414657
121897 0.0413997
121898 0.0408539
122064 0.0378738
122066 0.0393677
122069 0.0395554
122070 0.0391337
122071 0.0380029
122072 0.040261
122073 0.0403776
122074 0.0390951
122076 0.0412174
122077 0.0410167
122245 0.0398829
122246 0.0389167
122247 0.0374366
122249 0.0402461
122251 0.0370342
122252 0.0396686
122253 0.038273
122256 0.0409179
122409 0.0430562
122410 0.0411926
122411 0.0389328
122412 0.0420217
122413 0.0401155
122414 0.0416809
122415 0.0424072
122416 0.0407628
122536 0.0402776
122537 0.0410344
122538 0.042573
122539 0.0402781
122540 0.0385304
122541 0.0389857
122542 0.0415047
122545 0.0405567
122548 0.0411411
122549 0.0417566
122550 0.0406565
122551 0.0394951
122555 0.0390111
122556 0.0403866
122557 0.0409109
122559 0.0396698
122560 0.0409567
122562 0.03974
122563 0.0396304
122564 0.0406669
122766 0.0419669
122767 0.040392
122768 0.0384041
122769 0.0406614
122770 0.0401377
122772 0.0408654
122773 0.039107
122776 0.0422337
122777 0.0400047
122778 0.0382943
122779 0.0403311
122780 0.0388698
122781 0.0414044
122993 0.0405217
122995 0.0399534
122996 0.0396019
122998 0.0379591
122999 0.0402464
123001 0.0402968
123002 0.0412898
123003 0.0404998
123004 0.039903
123164 0.0361518
123165 0.0384219
123166 0.0389754
123167 0.0370052
123168 0.0393352
123169 0.0375145
123170 0.0362928
123172 0.0442367
123175 0.0405577
123176 0.041067
123178 0.0411321
123596 0.0443285
123597 0.0448401
123598 0.0448358
123599 0.0452818
123600 0.0438848
123601 0.045073
123602 0.0449171
123603 0.045385
123604 0.0460858
123606 0.0446789
123607 0.0456947
123608 0.0455927
123781 0.0454637
123782 0.0446728
123783 0.0445633
123784 0.0431971
123786 0.0450128
123787 0.0443765
123789 0.0455959
123790 0.0454518
123792 0.0456269
124080 0.0452333
124081 0.0436963
124084 0.0438116
124085 0.0444786
124086 0.0456707
124087 0.0437468
124089 0.0452436
124091 0.0451369
124102 0.0455743
124103 0.0426033
124106 0.0436912
124107 0.0456263
124109 0.0442424
124110 0.0432759
124111 0.0443171
124112 0.0452313
124281 0.0441022
124282 0.0469273
124289 0.0468256
124290 0.0475751
124291 0.0456608
124293 0.0467815
124294 0.0473563
124296 0.0461608
124327 0.0460635
124436 0.044141
124437 0.043966
124440 0.0440428
124444 0.0450737
124445 0.044907
124448 0.045575
124449 0.044188
124450 0.0447386
124452 0.0403882
124625 0.0456502
124626 0.0437963
124629 0.04595
124630 0.0438107
124632 0.0449442
124633 0.045245
124639 0.0439848
124640 0.0450311
124641 0.0453784
125119 0.0456877
125120 0.0454702
125121 0.044642
125122 0.0441632
125125 0.045954
125126 0.0438622
125127 0.0449844
125254 0.0459652
125255 0.0453979
125256 0.0446509
125257 0.0444532
125259 0.0452296
125260 0.0433529
125261 0.0454805
125262 0.0447642
125285 0.044027
125286 0.0466744
125287 0.0451317
125290 0.0433205
125291 0.0457175
125293 0.0445061
125294 0.0451209
125295 0.0452859
125305 0.0435934
125307 0.0447675
125309 0.0447242
125310 0.0453286
125311 0.0442763
126429 0.0440454
126431 0.044845
126432 0.0440203
126433 0.0453582
126434 0.0439193
126435 0.0424314
126436 0.0423759
126449 0.0437087
126451 0.0436967
126453 0.0434804
126454 0.0432319
126460 0.0439465
126461 0.046081
126462 0.0446682
126464 0.045018
126465 0.0459676
126467 0.0455036
126469 0.0445601
126776 0.0439108
126777 0.0452943
126778 0.0445703
126779 0.0439414
126780 0.0423265
126782 0.0450239
126783 0.0454633
126814 0.0455731
126815 0.043981
126817 0.0441936
126821 0.0467593
126823 0.0460806
126824 0.0449374
126825 0.0455026
127588 0.0444004
127589 0.0443725
127592 0.0438318
127594 0.0436771
127598 0.0428523
127600 0.0431142
127601 0.0438243
127602 0.0424024
127606 0.0420535
127610 0.0449161
127611 0.0432441
127612 0.0449552
127613 0.0443104
127615 0.0430994
127924 0.0449903
127925 0.0437552
127927 0.0437916
127928 0.0433464
127931 0.0447908
127932 0.0452577
127933 0.0428344
127958 0.043476
127959 0.0439872
127961 0.0464338
127962 0.0457599
127963 0.0451019
128303 0.0455311
128305 0.0450355
128306 0.045216
128307 0.044297
128309 0.0435204
128310 0.0448667
128312 0.0470276
128313 0.0459088
128314 0.0460611
128315 0.0459307
128316 0.0453502
